id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34437252,Rental unit in Genève · 1 bedroom · 1 bed · 1.5 baths,259959858,Jane,,Commune de Genève,46.22312,6.13178,Entire home/apt,100,7,2,2019-06-01,0.04,1,360,0,
34441923,Rental unit in Genève · ★4.73 · 1 bedroom · 1 bed · 1 bath,2179949,Amelia,,Commune de Genève,46.20923,6.13679,Entire home/apt,94,5,30,2023-09-10,0.53,1,69,1,
34464833,Rental unit in Genève · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,260162231,Aj,,Commune de Genève,46.2069,6.14306,Entire home/apt,173,4,59,2023-12-20,1.07,1,21,32,
34489395,Rental unit in Châtelaine · 3 bedrooms · 2 beds · 2 shared baths,260329184,Thérèse Orlie,,Vernier,46.20661,6.10804,Private room,60,7,0,,,3,365,0,
34550299,Condo in Chêne-Bougeries · 1 bedroom · 1 bed · 1 bath,185514532,Thea,,Cologny,46.20535,6.18518,Entire home/apt,85,30,0,,,2,358,0,
34584025,Rental unit in Châtelaine · Studio · 1 bed · 2 shared baths,260329184,Thérèse Orlie,,Vernier,46.20727,6.10838,Private room,60,1,1,2019-09-19,0.02,3,365,0,
34584560,Rental unit in Châtelaine · 3 bedrooms · 1 bed · 2 baths,260329184,Thérèse Orlie,,Vernier,46.20767,6.10917,Private room,70,60,0,,,3,365,0,
34641228,Rental unit in Genève · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,261340674,Gisella,,Commune de Genève,46.21483,6.14492,Private room,160,12,21,2019-07-31,0.37,2,90,0,
34680114,Rental unit in Genève · 1 bedroom · 1 bed · 1.5 shared baths,261596705,Sebastien,,Commune de Genève,46.20125,6.13149,Private room,,4,2,2023-06-27,0.32,1,0,2,
34701038,Rental unit in Genève · 1 bedroom · 2 beds · 1 bath,261340674,Gisella,,Commune de Genève,46.21493,6.14643,Entire home/apt,250,2,0,,,2,88,0,
34748725,Rental unit in Genève · ★4.85 · 1 bedroom · 1 bed · 1 bath,115260346,Sabrina,,Commune de Genève,46.20426,6.12818,Entire home/apt,,2,13,2022-07-09,0.23,1,0,0,
34831175,Rental unit in Genève · ★4.79 · 1 bedroom · 2 beds · 1 bath,6908706,Houria,,Commune de Genève,46.19653,6.14348,Entire home/apt,162,1,118,2023-10-09,2.11,1,356,23,
34890565,Rental unit in Chêne-Bougeries · ★4.59 · 1 bedroom · 1 bed · 1 private bath,117322035,Amira,,Chêne-Bougeries,46.20256,6.18556,Private room,60,2,56,2023-07-12,1.01,2,208,20,
34933269,Rental unit in Genève · ★4.58 · Studio · 1 bed · 1 bath,3528377,Marc,,Commune de Genève,46.19223,6.16591,Entire home/apt,69,2,26,2022-05-15,0.47,86,144,0,
34998900,Rental unit in Genève · ★4.72 · 2 bedrooms · 3 beds · 2.5 baths,59677156,Ethan,,Commune de Genève,46.22203,6.13629,Entire home/apt,199,3,53,2023-10-26,0.96,2,14,9,
35124644,Rental unit in Genève · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,264548960,Jens,,Commune de Genève,46.20733,6.12488,Entire home/apt,128,1,28,2023-07-29,0.51,1,5,8,
35237878,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 bath,172688778,Mohamed,,Commune de Genève,46.21434,6.14588,Entire home/apt,150,1,3,2019-09-27,0.05,1,88,0,
35244167,Townhouse in Soral · ★New · 2 bedrooms · 2 beds · 3 baths,35853012,Brigitte,,Soral,46.1431998657625,6.0436007838418595,Entire home/apt,120,14,0,,,1,25,0,
35257942,Townhouse in Chêne-Bougeries · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,14849570,Brigitte,,Chêne-Bougeries,46.20039,6.17554,Private room,120,3,22,2023-10-11,0.40,5,337,5,
35405625,Condo in Vernier · 2 bedrooms · 2 beds · 2 baths,17598392,Lara,,Vernier,46.20059,6.10332,Entire home/apt,300,3,1,2019-09-23,0.02,1,0,0,
35450004,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,99969,Candice,,Commune de Genève,46.20226,6.13236,Private room,62,12,7,2023-06-26,0.13,1,0,2,
35480029,Rental unit in Genève · ★5.0 · Studio · 1 bed · 1 bath,14217975,Amir,,Commune de Genève,46.19835,6.14973,Entire home/apt,,1,4,2019-08-26,0.07,1,0,0,
35541664,Rental unit in Genève · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,3810548,Alessandro,,Commune de Genève,46.19671,6.14571,Private room,59,1,67,2023-11-09,1.22,1,10,35,
35556438,Rental unit in Cologny · ★4.88 · Studio · 2 beds · 1 bath,3737690,Philippe,,Cologny,46.21388,6.1841,Entire home/apt,110,3,24,2023-08-18,0.44,23,0,6,
35560387,Rental unit in Thônex · ★4.79 · 2 bedrooms · 3 beds · 1 bath,138653573,Chantal,,Thônex,46.20139,6.21366,Entire home/apt,120,7,33,2023-07-15,0.60,1,107,2,
35575874,Rental unit in Cologny · ★4.75 · 1 bedroom · 2 beds · 1 bath,3737690,Philippe,,Cologny,46.21357,6.18563,Entire home/apt,93,2,32,2023-10-25,0.58,23,329,12,
35698975,Rental unit in Vernier · ★4.56 · 3 bedrooms · 5 beds · 2.5 baths,268533524,Lola,,Vernier,46.21521,6.08231,Entire home/apt,160,2,9,2020-02-16,0.16,1,296,0,
35713507,Home in Geneva · 4 bedrooms · 6 beds · 2.5 baths,25453340,Noussa,,Grand-Saconnex,46.2246,6.11781,Entire home/apt,450,8,0,,,1,270,0,
35734873,Rental unit in Carouge · ★4.70 · 3 bedrooms · 3 beds · 1.5 baths,59677156,Ethan,,Carouge,46.18607,6.1321,Entire home/apt,191,3,20,2023-09-18,0.37,2,57,10,
35741478,Rental unit in Genève · ★4.39 · Studio · 1 bed · 1 bath,185725979,Thanuja,,Commune de Genève,46.22644,6.1287,Entire home/apt,70,2,147,2023-12-10,2.69,1,132,25,
35790925,Rental unit in Genève · ★4.69 · 1 bedroom · 2 beds · 1 bath,268312783,Bruce,,Commune de Genève,46.20144,6.16457,Entire home/apt,140,2,55,2023-12-11,1.03,1,159,16,
35854286,Townhouse in Chêne-Bougeries · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,14849570,Brigitte,,Chêne-Bougeries,46.20039,6.17554,Private room,120,3,4,2023-11-15,0.50,5,311,4,
35855024,Rental unit in Genève · ★5.0 · 2 bedrooms · 2 beds · 2 baths,5378705,Marion,,Commune de Genève,46.21361,6.14889,Entire home/apt,,3,11,2022-10-03,0.23,1,0,0,
35862520,Home in Chêne-Bougeries · 1 bedroom · 1 bed · 2 shared baths,14849570,Brigitte,,Chêne-Bougeries,46.20039,6.17554,Private room,120,4,2,2020-06-30,0.04,5,269,0,
35876107,Rental unit in Châtelaine · ★5.0 · 2 bedrooms · 4 beds · 1 bath,18962123,Bekim,,Vernier,46.2166,6.11765,Entire home/apt,129,28,16,2023-06-23,0.30,1,327,5,
35901743,Rental unit in Plan-les-Ouates · 2 bedrooms · 2 beds · 1 bath,46143912,Philippe,,Plan-les-Ouates,46.16967,6.11842,Entire home/apt,100,2,1,2019-09-15,0.02,36,0,0,
35949800,Rental unit in Genève · ★4.84 · 2 bedrooms · 3 beds · 2 baths,218303710,Petherick,,Commune de Genève,46.20465,6.13866,Entire home/apt,229,3,25,2023-08-01,0.46,1,34,4,
35985175,Rental unit in Le Grand-Saconnex · ★5.0 · 1 bedroom · 1 bed · 1 bath,270702200,Murad,,Grand-Saconnex,46.23779,6.12652,Entire home/apt,,25,6,2019-08-18,0.11,1,0,0,
35992700,Rental unit in Cointrin · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,270770444,Liliana,,Meyrin,46.22545,6.1048,Private room,50,5,27,2023-11-06,0.50,2,255,7,
36048407,Condo in Gaillard · 1 bedroom · 1 bed · 1.5 shared baths,6045119,Andres,,Thônex,46.19292,6.20845,Private room,57,1,0,,,1,179,0,
36212033,Villa in Anières · ★4.85 · 1 bedroom · 1 bed · 1 private bath,39250036,Vishal,,Anières,46.27092,6.21973,Private room,100,3,26,2023-09-10,0.50,1,362,5,
36231782,Rental unit in Gaillard · ★4.82 · 1 bedroom · 2 beds · 1 bath,92088353,Alexander,,Thônex,46.1896,6.20405,Entire home/apt,71,5,65,2023-12-22,1.19,2,315,13,
36268541,Rental unit in Genève · ★4.94 · 1 bedroom · 1 bed · 1 bath,23599590,Fabrizio,,Commune de Genève,46.1976,6.16237,Entire home/apt,,2,18,2023-09-26,0.34,5,0,6,
36298818,Rental unit in Genève · 2 bedrooms · 2 beds · 2 baths,48555002,Moussa,,Commune de Genève,46.21892,6.12367,Entire home/apt,224,3,2,2020-02-28,0.04,2,265,0,
36302602,Rental unit in Genève · 2 bedrooms · 1 bed · 1 bath,273013437,Mohamed,,Commune de Genève,46.20609,6.14434,Entire home/apt,211,2,0,,,2,365,0,
36379287,Rental unit in Meyrin · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,46143912,Philippe,,Meyrin,46.22924,6.06988,Private room,60,2,8,2021-07-02,0.15,36,0,0,
36435433,Rental unit in Genève · ★4.80 · 1 bedroom · 1 bed · 1 bath,148483700,Robin,,Commune de Genève,46.21511,6.1341,Entire home/apt,,2,15,2021-07-18,0.29,1,0,0,
36450037,Rental unit in Genève · ★4.68 · 3 bedrooms · 3 beds · 2.5 baths,89788649,Nadine,,Commune de Genève,46.20112,6.1569,Entire home/apt,150,3,31,2023-11-24,0.57,2,296,7,
36503399,Rental unit in Genève · ★4.58 · Studio · 1 bed · 1 bath,46143912,Philippe,,Commune de Genève,46.21277,6.14915,Entire home/apt,120,2,66,2023-04-09,1.22,36,171,3,
36564372,Rental unit in Grand-Saconnex · 1 bedroom · 1 bed · 1 bath,6702115,Carlos,,Grand-Saconnex,46.23678,6.12405,Private room,80,15,0,,,2,27,0,
36580506,Home in Thônex · 3 bedrooms · 2 beds · 2 baths,150465031,Xristina,,Thônex,46.19572,6.20486,Private room,,2,1,2019-07-22,0.02,2,0,0,
36587460,Home in Thônex · 1 bedroom · 1 bed · 1 private bath,150465031,Xristina,,Thônex,46.19564,6.20992,Private room,,2,2,2019-11-01,0.04,2,0,0,
36615864,Rental unit in Geneva · 1 bedroom · 1 bed · 2.5 shared baths,89788649,Nadine,,Commune de Genève,46.20403,6.16196,Private room,,2,0,,,2,0,0,
36636576,Rental unit in Genève · ★4.37 · 1 bedroom · 1 bed · 1 bath,275369980,Estelle,,Commune de Genève,46.20912,6.13843,Entire home/apt,,1,78,2022-01-03,1.44,1,0,0,
36686681,Rental unit in Genève · ★4.90 · Studio · 1 bed · 1 bath,62453323,Manuel,,Commune de Genève,46.20666,6.14308,Entire home/apt,110,2,29,2023-10-21,0.56,3,58,18,
36750557,Farm stay in Le Grand-Saconnex · 1 bedroom · 1 bed · 1 private bath,18734849,Jules,,Grand-Saconnex,46.22649,6.11797,Private room,100,1,0,,,1,365,0,
36803749,Rental unit in Genève · Studio · 2 beds · 1 bath,266585358,Jhony,,Commune de Genève,46.18955,6.13807,Entire home/apt,63,8,2,2020-02-15,0.04,1,0,0,
36842252,Rental unit in Genève · ★4.75 · 1 bedroom · 1 bed · 1 bath,167222192,Florence,,Commune de Genève,46.19906,6.15724,Entire home/apt,79,7,35,2023-08-23,0.67,1,0,10,
36896677,Rental unit in Chêne-Bougeries · 1 bedroom · 1 bed · 1 shared bath,117007989,Ekoko,,Chêne-Bougeries,46.1996,6.17688,Private room,,1,0,,,1,0,0,
36902257,Rental unit in Genève · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,1961195,Hope,,Commune de Genève,46.20695,6.16241,Private room,125,2,63,2023-12-16,1.21,1,0,44,
36924184,Rental unit in Genève · Studio · 1 bed · 1 bath,12503122,Flora,,Commune de Genève,46.21431,6.14667,Entire home/apt,,7,2,2021-12-12,0.04,1,0,0,
37066729,Serviced apartment in Genève · Studio · 1 bed · 1 bath,273734321,Gaël,,Commune de Genève,46.20193,6.14968,Entire home/apt,135,4,0,,,31,0,0,
37085244,Rental unit in Le Lignon · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,154224221,Sonia,,Vernier,46.20235,6.10317,Private room,80,2,111,2023-10-21,2.08,1,73,19,
37086714,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,5080483,Charlotte,,Commune de Genève,46.201899449902115,6.135290716644495,Entire home/apt,150,3,1,2021-11-29,0.04,1,0,0,
37097379,Home in Vessy · 3 bedrooms · 5 beds · 3 baths,62284051,Andrea,,Veyrier,46.17293,6.1595,Entire home/apt,200,7,0,,,1,358,0,
37116467,Rental unit in Chêne-Bougeries · 1 bedroom · 1 bed · 1 shared bath,136406859,Fabrice,,Chêne-Bougeries,46.20649,6.19619,Private room,105,6,1,2019-11-04,0.02,2,88,0,
37116713,Rental unit in Chêne-Bougeries · ★4.67 · 1 bedroom · 1 bed · 1 bath,136406859,Fabrice,,Chêne-Bougeries,46.20497,6.19784,Entire home/apt,,2,3,2019-09-26,0.06,2,0,0,
37144047,Condo in Genève · ★4.65 · 1 bedroom · 3 beds · 1 bath,3528377,Marc,,Commune de Genève,46.21531,6.14683,Entire home/apt,139,365,34,2021-01-18,0.64,86,178,0,
37173037,Rental unit in Geneva · 1 bedroom · 1 bed · 1 bath,58967276,Yann,,Commune de Genève,46.20535,6.13339,Entire home/apt,142,5,2,2022-05-23,0.04,2,286,0,
37270304,Rental unit in Geneva · 2 bedrooms · 2 beds · 2 baths,15575630,Amera,,Commune de Genève,46.18935,6.14599,Entire home/apt,,7,2,2019-09-15,0.04,1,0,0,
37276515,Rental unit in Genève · ★4.67 · 1 bedroom · 1 bed · 1 bath,3528377,Marc,,Commune de Genève,46.2043,6.15948,Entire home/apt,350,2,9,2023-08-04,0.18,86,365,3,
37305568,Rental unit in Genève · ★4.83 · 2 bedrooms · 4 beds · 1.5 baths,61898249,Frank,,Commune de Genève,46.21977,6.1195,Entire home/apt,,4,24,2023-08-26,0.45,2,0,14,
37316354,Rental unit in Genève · ★4.77 · 1 bedroom · 2 beds · 1 bath,224702339,Whit,,Commune de Genève,46.20398,6.12522,Entire home/apt,,1,13,2020-03-01,0.25,1,0,0,
37324125,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 private bath,61898249,Frank,,Commune de Genève,46.21884,6.11843,Private room,,1,7,2023-05-31,0.13,2,0,1,
37350116,Rental unit in Geneva · 1 bedroom · 1 bed · 1.5 baths,273013437,Mohamed,,Commune de Genève,46.20718,6.14331,Entire home/apt,130,2,0,,,2,363,0,
37382031,Rental unit in Genève · 2 bedrooms · 2 beds · 1 bath,50117294,Alexandre,,Commune de Genève,46.20812,6.12912,Entire home/apt,129,28,2,2020-03-21,0.04,3,357,0,
37427532,Rental unit in Genève · ★4.88 · Studio · 2 beds · 1.5 shared baths,235636662,Moni,,Commune de Genève,46.21173,6.13525,Private room,85,3,16,2023-10-15,0.55,3,89,8,
37428032,Rental unit in Genève · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,235636662,Moni,,Commune de Genève,46.21017,6.13766,Private room,65,3,30,2023-09-28,0.56,3,89,9,
37453214,Condo in Genève · ★4.31 · 1 bedroom · 1 bed · 1.5 shared baths,216689581,Tsende,,Commune de Genève,46.192,6.13644,Private room,,1,16,2023-06-23,0.90,1,0,2,
37453637,Rental unit in Genève · ★4.77 · 1 bedroom · 1 bed · 1 bath,282465869,Judith,,Commune de Genève,46.20999,6.14723,Entire home/apt,126,2,83,2023-08-25,1.56,1,19,29,
37520450,Rental unit in Ferney-Voltaire · ★4.88 · 4 bedrooms · 4 beds · 2 baths,283226611,Caro,,Bellevue,46.26028,6.12051,Entire home/apt,156,28,16,2023-11-23,0.31,1,142,6,
37542244,Rental unit in Genève · ★4.85 · 1 bedroom · 1 bed · 1 bath,15185621,Nacho,,Commune de Genève,46.20994,6.14688,Entire home/apt,112,4,86,2023-12-23,1.67,1,50,30,
37587592,Serviced apartment in Genève · ★4.40 · Studio · 1 bed · 1 bath,273734321,Gaël,,Commune de Genève,46.21443557739258,6.147445201873779,Entire home/apt,123,4,5,2021-07-29,0.10,31,0,0,
37847327,Rental unit in Geneva · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,237397206,Roberto,,Commune de Genève,46.19064,6.14727,Private room,75,2,112,2023-12-21,2.27,1,87,30,
37907480,Townhouse in Céligny · 4 bedrooms · 4 beds · 3 baths,268046357,Valpuri,,Céligny,46.35164,6.19474,Entire home/apt,148,5,2,2022-04-14,0.04,1,119,0,
37928700,Rental unit in Genève · ★4.68 · Studio · 1 bed · 1 bath,5499970,Romain,,Commune de Genève,46.20178,6.16265,Entire home/apt,90,5,65,2023-10-30,1.23,6,81,19,
37930603,Villa in Le Grand-Saconnex · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,287363014,Sarojini Angaline,,Grand-Saconnex,46.22704,6.11776,Private room,75,1,11,2021-10-15,0.21,1,364,0,
37935895,Condo in Genève · ★4.90 · 4 bedrooms · 8 beds · 2.5 baths,44666245,Marie Et Jules,,Commune de Genève,46.20901516267911,6.123260227438208,Entire home/apt,330,2,10,2023-12-01,0.20,15,210,1,
38083649,Hotel in Hermance · 2 bedrooms · 4 beds · 3 baths,98510559,Franz,,Hermance,46.30168,6.24455,Private room,,1,1,2021-11-13,0.04,1,0,0,
38113465,Rental unit in Genève · ★4.75 · Studio · 1 bed · 1 bath,289335430,Kash,,Commune de Genève,46.20397,6.16122,Entire home/apt,,1,4,2021-09-13,0.14,1,0,0,
38132588,Rental unit in Genève · ★5.0 · Studio · 1 bed · 1 bath,184293733,Selcuk,,Commune de Genève,46.19965,6.13468,Entire home/apt,84,3,3,2023-05-07,0.08,1,60,1,
38225473,Rental unit in Genève · ★4.89 · 1 bedroom · 4 beds · 1 bath,215256570,Oscar Ni,,Commune de Genève,46.20183,6.1358,Entire home/apt,149,1,54,2023-11-22,1.04,1,242,38,
38361151,Rental unit in Genève · ★4.70 · 2 bedrooms · 2 beds · 1.5 baths,3737690,Philippe,,Commune de Genève,46.20289,6.15539,Entire home/apt,195,3,69,2023-12-11,1.33,23,120,44,
38456198,Rental unit in Genève · ★4.66 · Studio · 1 bed · 1 bath,267117196,Mike,,Commune de Genève,46.20108,6.16266,Entire home/apt,75,10,29,2023-10-25,0.56,1,0,6,
38486498,Rental unit in Genève · ★4.63 · 1 bedroom · 1 bed · 1 bath,131147936,Peter,,Commune de Genève,46.20938,6.14511,Entire home/apt,,4,8,2020-03-06,0.16,1,0,0,
38489321,Rental unit in Versoix · ★4.91 · Studio · 2 beds · 1 bath,293499024,Alex,,Versoix,46.27606,6.15832,Entire home/apt,85,3,77,2023-09-16,1.48,1,86,25,
38529059,Condo in Genève · ★4.82 · 1 bedroom · 2 beds · 1 bath,33210910,Baba,,Commune de Genève,46.21495,6.13441,Entire home/apt,120,3,28,2023-11-18,0.54,1,193,5,
38547173,Rental unit in Genève · ★4.90 · 1 bedroom · 2 beds · 1 bath,21551956,John,,Commune de Genève,46.20333,6.16727,Entire home/apt,86,5,30,2023-12-01,0.59,1,81,14,
38570077,Home in Le Grand-Saconnex · 5 bedrooms · 5 beds · 4.5 baths,46143912,Philippe,,Grand-Saconnex,46.23459,6.12538,Entire home/apt,600,2,2,2020-01-20,0.04,36,0,0,
38593068,Villa in Genève · ★4.84 · 3 bedrooms · 6 beds · 1 bath,294489995,Anne,,Commune de Genève,46.19801,6.16774,Entire home/apt,280,3,76,2023-11-24,1.47,1,288,29,
38693093,Rental unit in Genève · ★4.93 · 1 bedroom · 1 bed · 1 private bath,211672410,Martha Cecilia,,Commune de Genève,46.18766,6.15831,Private room,55,7,29,2023-10-26,0.56,1,239,4,
38717240,Rental unit in Genève · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,94462905,Marianne,,Commune de Genève,46.193560158590465,6.147829419471232,Entire home/apt,180,5,4,2023-09-21,0.08,2,180,2,
38722864,Bed and breakfast in Genève  · Studio · 1 bed · 1 private bath,296097913,Annie,,Gy,46.25227,6.25883,Private room,47,5,0,,,1,88,0,
38740306,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,70190701,Mélinda,,Commune de Genève,46.2128,6.1492,Private room,220,30,0,,,1,0,0,
38743517,Rental unit in Genève · ★4.50 · Studio · 1 bed · 1 bath,3528377,Marc,,Commune de Genève,46.19018,6.15315,Entire home/apt,102,3,6,2021-06-04,0.12,86,84,0,
38791432,Rental unit in Genève · ★4.81 · 1 bedroom · 3 beds · 2 shared baths,150225854,Hugh,,Commune de Genève,46.20981,6.13864,Private room,78,1,21,2023-05-02,0.41,2,301,1,
38840770,Houseboat in Genève · 1 bedroom · 1 bed · 1 bath,20051691,Jean-Luc,,Commune de Genève,46.20751,6.15905,Entire home/apt,490,1,0,,,1,364,0,
38903940,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,34936837,Greg,,Commune de Genève,46.21252,6.14478,Entire home/apt,,1,0,,,1,0,0,
38987196,Rental unit in Genève · 1 bedroom · 1 bed · 1 shared bath,298713451,Ann,,Commune de Genève,46.21267,6.13276,Private room,,4,0,,,1,0,0,
39144163,Condo in Onex · 1 bedroom · 1 bath,109491805,Ivan,,Onex,46.18885,6.09985,Entire home/apt,92,9,1,2019-11-03,0.02,1,358,0,
39196488,Rental unit in Chêne-Bougeries · ★4.88 · 1 bedroom · 1 bed · 1 private bath,117322035,Amira,,Chêne-Bougeries,46.20282,6.18425,Private room,60,2,25,2023-08-13,1.58,2,116,16,
39211082,Rental unit in Versoix · ★4.58 · 2 bedrooms · 2 beds · 1.5 baths,93029470,Lati,,Versoix,46.29157,6.16028,Entire home/apt,150,3,31,2023-07-24,0.61,1,365,4,
39219315,Rental unit in Genève · ★4.65 · 1 bedroom · 1 bed · 1 private bath,10018557,Lilia,,Commune de Genève,46.20569,6.12384,Private room,55,7,20,2023-10-23,0.39,2,88,3,
39222816,Townhouse in Genève · 2 bedrooms · 2 beds · 2 baths,3111534,The Hamlet,,Commune de Genève,46.20023,6.14894,Entire home/apt,1528,3,0,,,17,355,0,
39222842,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,3111534,The Hamlet,,Commune de Genève,46.1988,6.14871,Entire home/apt,,3,1,2022-12-26,0.08,17,0,0,
39234479,Rental unit in Genève · ★4.0 · 1 bedroom · 1 bed · 1.5 baths,186559370,Ambers,,Commune de Genève,46.20433,6.15945,Private room,71,2,3,2023-10-14,0.06,1,173,2,
39251150,Rental unit in Le Grand-Saconnex · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,301310039,Nour,,Grand-Saconnex,46.23757,6.12429,Private room,65,2,22,2023-07-01,0.43,2,360,11,
39252027,Rental unit in Le Grand-Saconnex · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,301310039,Nour,,Grand-Saconnex,46.23636,6.12405,Private room,69,2,41,2023-09-23,0.81,2,328,15,
39268035,Boutique hotel in Genève · ★4.51 · 1 bedroom · 1 bed · 1 bath,301468067,Marwan,,Commune de Genève,46.20627,6.1406,Private room,108,1,99,2023-09-13,2.00,5,161,3,
39333864,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 bath,1343997,Hollywood,,Commune de Genève,46.21414,6.1331,Entire home/apt,75,28,6,2023-04-01,0.14,1,71,1,
39350716,Home in Meyrin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,287909571,Charfeddine,,Meyrin,46.2264,6.06614,Private room,65,2,54,2023-12-02,1.06,2,244,25,
39351058,Rental unit in Onex · 1 bedroom · 1 bed · 1 private bath,175638689,Barbara,,Onex,46.18752,6.10367,Private room,150,1,2,2022-05-29,0.10,1,362,0,
39391081,Rental unit in Genève · ★4.80 · 1 bedroom · 1 bed · 1 bath,22637525,Kathleen,,Commune de Genève,46.19659,6.16301,Entire home/apt,121,3,20,2023-11-05,0.40,2,5,4,
39428721,Rental unit in Genève · ★4.89 · 1 bedroom · 1 bed · 1 bath,302856933,Camille,,Commune de Genève,46.20267,6.12795,Entire home/apt,,4,9,2020-01-27,0.18,1,0,0,
39527177,Rental unit in Versoix · 1 bedroom · 1 bed · 1 private bath,303678912,Arlette,,Versoix,46.29206,6.16474,Private room,78,7,0,,,1,83,0,
39621518,Boutique hotel in Genève · ★4.25 · 1 bedroom · 1 bed · 1 shared bath,301468067,Marwan,,Commune de Genève,46.20445,6.13892,Private room,139,1,4,2022-06-27,0.08,5,159,0,
39621539,Boutique hotel in Genève · ★4.71 · 1 bedroom · 1 bed · 1 bath,301468067,Marwan,,Commune de Genève,46.20537,6.14066,Private room,,1,28,2023-10-28,0.70,5,0,3,
39661332,Rental unit in Genève · ★4.95 · 1 bedroom · 2 beds · 1 bath,22566928,Nuno,,Commune de Genève,46.21602,6.12011,Entire home/apt,92,3,42,2021-01-04,0.83,1,0,0,
39712844,Rental unit in Le Grand-Saconnex · ★4.50 · 1 bedroom · 1 bed · 2 baths,9140920,Nese,,Grand-Saconnex,46.22778,6.12031,Private room,66,3,12,2023-11-16,0.24,1,178,6,
39810160,Condo in Plan-les-Ouates · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,82116287,Gérard,,Plan-les-Ouates,46.16795,6.12656,Private room,51,2,7,2023-10-27,0.14,1,82,2,
39881623,Rental unit in Bellevue · ★4.94 · 1 bedroom · 2 beds · 1.5 shared baths,39117379,Anouk,,Bellevue,46.25032,6.14792,Private room,,1,34,2023-06-01,3.53,1,0,34,
39882539,Rental unit in Genève · 2 bedrooms · 2 beds · 1 bath,10238080,Rafael,,Commune de Genève,46.20145,6.12967,Entire home/apt,155,6,2,2022-06-06,0.10,1,330,0,
39904657,Rental unit in Cologny · 3 bedrooms · 5 beds · 2 baths,28768692,Narjes,,Vandoeuvres,46.21436,6.19121,Entire home/apt,270,3,2,2022-08-15,0.07,1,83,0,
39913554,Rental unit in Genève · 1 bedroom · 2 beds · 1 bath,3528377,Marc,,Commune de Genève,46.20005,6.14944,Entire home/apt,97,2,0,,,86,234,0,
39960841,Rental unit in Le Grand-Saconnex · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,90172648,Raymonde,,Grand-Saconnex,46.23566,6.1276,Private room,43,7,39,2023-11-18,0.78,1,190,6,
40026248,Rental unit in Genève · ★4.42 · Studio · 1 bed · 1.5 baths,3528377,Marc,,Commune de Genève,46.20367,6.13934,Entire home/apt,100,1,90,2023-12-03,1.80,86,0,34,
40030021,Rental unit in Genève · ★4.73 · 2 bedrooms · 2 beds · 1 bath,308730896,Marco,,Commune de Genève,46.20489,6.13265,Entire home/apt,,2,15,2022-01-02,0.30,1,0,0,
40054107,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,32044564,Rosanne,,Commune de Genève,46.21639,6.13342,Entire home/apt,,2,0,,,1,0,0,
40062171,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,59897623,Coline,,Commune de Genève,46.2179,6.14696,Private room,80,1,5,2022-10-19,0.10,2,118,0,
40084666,Condo in Meyrin · ★5.0 · 1 bedroom · 3 beds · 1 bath,132272993,Rita,,Meyrin,46.2372,6.07937,Entire home/apt,,3,8,2022-07-18,0.16,1,0,0,
40088245,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,21309970,Benoît,,Commune de Genève,46.18996,6.14348,Private room,70,20,5,2022-07-31,0.10,1,58,0,
40109394,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,8603479,Max&Ivan,,Commune de Genève,46.21236,6.14961,Private room,110,2,45,2023-12-08,0.90,1,138,15,
40130142,Home in Aire-la-Ville · ★4.75 · 3 bedrooms · 4 beds · 2.5 baths,46143912,Philippe,,Vernier,46.19884,6.09123,Entire home/apt,130,2,4,2020-03-14,0.08,36,0,0,
